name,img_path,mask_path
"TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(512, 2048)","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/SN_tiles/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(512, 2048).tiff","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/tiles/mask/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035 [x=71623,y=26582,w=512,h=512].Region05.tiff"
"TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(512, 2560)","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/SN_tiles/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(512, 2560).tiff","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/tiles/mask/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035 [x=71623,y=27094,w=512,h=512].Region05.tiff"
"TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(512, 3072)","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/SN_tiles/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(512, 3072).tiff","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/tiles/mask/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035 [x=71623,y=27606,w=512,h=512].Region05.tiff"
"TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(512, 3584)","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/SN_tiles/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(512, 3584).tiff","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/tiles/mask/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035 [x=71623,y=28118,w=512,h=512].Region05.tiff"
"TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(512, 4096)","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/SN_tiles/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(512, 4096).tiff","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/tiles/mask/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035 [x=71623,y=28630,w=512,h=512].Region05.tiff"
"TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(1024, 0)","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/SN_tiles/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(1024, 0).tiff","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/tiles/mask/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035 [x=72135,y=24534,w=512,h=512].Region05.tiff"
"TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(1024, 512)","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/SN_tiles/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(1024, 512).tiff","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/tiles/mask/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035 [x=72135,y=25046,w=512,h=512].Region05.tiff"
"TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(1024, 1024)","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/SN_tiles/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(1024, 1024).tiff","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/tiles/mask/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035 [x=72135,y=25558,w=512,h=512].Region05.tiff"
"TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(1024, 1536)","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/SN_tiles/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(1024, 1536).tiff","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/tiles/mask/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035 [x=72135,y=26070,w=512,h=512].Region05.tiff"
"TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(1024, 2048)","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/SN_tiles/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(1024, 2048).tiff","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/tiles/mask/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035 [x=72135,y=26582,w=512,h=512].Region05.tiff"
"TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(1024, 2560)","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/SN_tiles/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(1024, 2560).tiff","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/tiles/mask/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035 [x=72135,y=27094,w=512,h=512].Region05.tiff"
"TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(1024, 3072)","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/SN_tiles/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(1024, 3072).tiff","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/tiles/mask/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035 [x=72135,y=27606,w=512,h=512].Region05.tiff"
"TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(1024, 3584)","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/SN_tiles/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(1024, 3584).tiff","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/tiles/mask/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035 [x=72135,y=28118,w=512,h=512].Region05.tiff"
"TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(1024, 4096)","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/SN_tiles/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(1024, 4096).tiff","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/tiles/mask/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035 [x=72135,y=28630,w=512,h=512].Region05.tiff"
"TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(1536, 0)","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/SN_tiles/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(1536, 0).tiff","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/tiles/mask/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035 [x=72647,y=24534,w=512,h=512].Region05.tiff"
"TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(1536, 512)","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/SN_tiles/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(1536, 512).tiff","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/tiles/mask/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035 [x=72647,y=25046,w=512,h=512].Region05.tiff"
"TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(1536, 1024)","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/SN_tiles/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(1536, 1024).tiff","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/tiles/mask/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035 [x=72647,y=25558,w=512,h=512].Region05.tiff"
"TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(1536, 1536)","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/SN_tiles/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(1536, 1536).tiff","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/tiles/mask/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035 [x=72647,y=26070,w=512,h=512].Region05.tiff"
"TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(1536, 2048)","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/SN_tiles/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(1536, 2048).tiff","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/tiles/mask/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035 [x=72647,y=26582,w=512,h=512].Region05.tiff"
"TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(1536, 2560)","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/SN_tiles/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(1536, 2560).tiff","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/tiles/mask/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035 [x=72647,y=27094,w=512,h=512].Region05.tiff"
"TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(1536, 3072)","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/SN_tiles/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(1536, 3072).tiff","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/tiles/mask/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035 [x=72647,y=27606,w=512,h=512].Region05.tiff"
"TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(1536, 3584)","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/SN_tiles/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(1536, 3584).tiff","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/tiles/mask/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035 [x=72647,y=28118,w=512,h=512].Region05.tiff"
"TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(1536, 4096)","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/SN_tiles/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(1536, 4096).tiff","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/tiles/mask/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035 [x=72647,y=28630,w=512,h=512].Region05.tiff"
"TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(2048, 0)","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/SN_tiles/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(2048, 0).tiff","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/tiles/mask/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035 [x=73159,y=24534,w=512,h=512].Region05.tiff"
"TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(2048, 512)","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/SN_tiles/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(2048, 512).tiff","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/tiles/mask/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035 [x=73159,y=25046,w=512,h=512].Region05.tiff"
"TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(2048, 1024)","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/SN_tiles/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(2048, 1024).tiff","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/tiles/mask/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035 [x=73159,y=25558,w=512,h=512].Region05.tiff"
"TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(2048, 1536)","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/SN_tiles/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(2048, 1536).tiff","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/tiles/mask/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035 [x=73159,y=26070,w=512,h=512].Region05.tiff"
"TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(2048, 2048)","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/SN_tiles/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(2048, 2048).tiff","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/tiles/mask/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035 [x=73159,y=26582,w=512,h=512].Region05.tiff"
"TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(2048, 2560)","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/SN_tiles/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(2048, 2560).tiff","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/tiles/mask/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035 [x=73159,y=27094,w=512,h=512].Region05.tiff"
"TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(2048, 3072)","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/SN_tiles/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(2048, 3072).tiff","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/tiles/mask/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035 [x=73159,y=27606,w=512,h=512].Region05.tiff"
"TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(2048, 3584)","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/SN_tiles/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(2048, 3584).tiff","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/tiles/mask/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035 [x=73159,y=28118,w=512,h=512].Region05.tiff"
"TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(2048, 4096)","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/SN_tiles/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(2048, 4096).tiff","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/tiles/mask/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035 [x=73159,y=28630,w=512,h=512].Region05.tiff"
"TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(2560, 0)","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/SN_tiles/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(2560, 0).tiff","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/tiles/mask/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035 [x=73671,y=24534,w=512,h=512].Region05.tiff"
"TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(2560, 512)","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/SN_tiles/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(2560, 512).tiff","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/tiles/mask/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035 [x=73671,y=25046,w=512,h=512].Region05.tiff"
"TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(2560, 1024)","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/SN_tiles/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(2560, 1024).tiff","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/tiles/mask/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035 [x=73671,y=25558,w=512,h=512].Region05.tiff"
"TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(2560, 1536)","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/SN_tiles/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(2560, 1536).tiff","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/tiles/mask/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035 [x=73671,y=26070,w=512,h=512].Region05.tiff"
"TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(2560, 2048)","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/SN_tiles/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(2560, 2048).tiff","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/tiles/mask/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035 [x=73671,y=26582,w=512,h=512].Region05.tiff"
"TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(2560, 2560)","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/SN_tiles/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(2560, 2560).tiff","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/tiles/mask/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035 [x=73671,y=27094,w=512,h=512].Region05.tiff"
"TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(2560, 3072)","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/SN_tiles/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(2560, 3072).tiff","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/tiles/mask/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035 [x=73671,y=27606,w=512,h=512].Region05.tiff"
"TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(2560, 3584)","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/SN_tiles/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05_(2560, 3584).tiff","/var/inputdata/export_12-01-23/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035Region05/tiles/mask/TCGA-02-0440-01Z-00-DX2.713DD2B7-CCCB-4E75-B51C-92790BFFB035 [x=73671,y=28118,w=512,h=512].Region05.tiff"
